# x sin(systeme) approximation
2.3218 0.731004 0.731004
2.32306 0.730146 0.730146
2.32431 0.729287 0.729287
2.32557 0.728427 0.728427
2.32683 0.727565 0.727565
2.32808 0.726703 0.726703
2.32934 0.725839 0.725839
2.3306 0.724974 0.724974
2.33185 0.724108 0.724108
2.33311 0.723241 0.723241
2.33436 0.722373 0.722373
2.33562 0.721504 0.721504
2.33688 0.720633 0.720633
2.33813 0.719762 0.719761
2.33939 0.718889 0.718889
2.34065 0.718015 0.718015
2.3419 0.71714 0.71714
2.34316 0.716264 0.716264
2.34442 0.715386 0.715386
2.34567 0.714508 0.714508
2.34693 0.713628 0.713628
2.34819 0.712748 0.712748
2.34944 0.711866 0.711866
2.3507 0.710983 0.710983
2.35195 0.710099 0.710099
2.35321 0.709214 0.709214
2.35447 0.708327 0.708327
2.35572 0.70744 0.70744
2.35698 0.706551 0.706551
2.35824 0.705662 0.705662
2.35949 0.704771 0.704771
2.36075 0.703879 0.703879
2.36201 0.702986 0.702986
2.36326 0.702092 0.702092
2.36452 0.701197 0.701197
2.36577 0.7003 0.7003
2.36703 0.699403 0.699403
2.36829 0.698504 0.698504
2.36954 0.697605 0.697605
2.3708 0.696704 0.696704
2.37206 0.695802 0.695802
2.37331 0.694899 0.694899
2.37457 0.693995 0.693995
2.37583 0.69309 0.69309
2.37708 0.692184 0.692184
2.37834 0.691277 0.691277
2.37959 0.690368 0.690368
2.38085 0.689459 0.689459
2.38211 0.688548 0.688548
2.38336 0.687637 0.687637
2.38462 0.686724 0.686724
2.38588 0.68581 0.68581
2.38713 0.684895 0.684895
2.38839 0.683979 0.683979
2.38965 0.683062 0.683062
2.3909 0.682144 0.682144
2.39216 0.681225 0.681225
2.39341 0.680304 0.680304
2.39467 0.679383 0.679383
2.39593 0.67846 0.67846
2.39718 0.677537 0.677537
2.39844 0.676612 0.676612
2.3997 0.675687 0.675687
2.40095 0.67476 0.67476
2.40221 0.673832 0.673832
2.40347 0.672903 0.672903
2.40472 0.671973 0.671973
2.40598 0.671042 0.671042
2.40724 0.67011 0.67011
2.40849 0.669177 0.669177
2.40975 0.668243 0.668243
2.411 0.667308 0.667308
2.41226 0.666372 0.666372
2.41352 0.665434 0.665434
2.41477 0.664496 0.664496
2.41603 0.663557 0.663557
2.41729 0.662616 0.662616
2.41854 0.661675 0.661675
2.4198 0.660732 0.660732
2.42106 0.659788 0.659788
2.42231 0.658844 0.658844
2.42357 0.657898 0.657898
2.42482 0.656951 0.656951
2.42608 0.656004 0.656004
2.42734 0.655055 0.655055
2.42859 0.654105 0.654105
2.42985 0.653154 0.653154
2.43111 0.652202 0.652202
2.43236 0.651249 0.651249
2.43362 0.650296 0.650296
2.43488 0.649341 0.649341
2.43613 0.648385 0.648385
2.43739 0.647428 0.647428
2.43864 0.64647 0.64647
2.4399 0.64551 0.64551
2.44116 0.64455 0.64455
2.44241 0.643589 0.643589
2.44367 0.642627 0.642627
2.44493 0.641664 0.641664
2.44618 0.6407 0.6407
2.44744 0.639735 0.639735
2.4487 0.638769 0.638769
2.44995 0.637801 0.637801
2.45121 0.636833 0.636833
2.45247 0.635864 0.635864
2.45372 0.634894 0.634894
2.45498 0.633923 0.633923
2.45623 0.632951 0.632951
2.45749 0.631977 0.631977
2.45875 0.631003 0.631003
2.46 0.630028 0.630028
2.46126 0.629052 0.629052
2.46252 0.628075 0.628075
2.46377 0.627097 0.627097
2.46503 0.626117 0.626117
2.46629 0.625137 0.625137
2.46754 0.624156 0.624156
2.4688 0.623174 0.623174
2.47005 0.622191 0.622191
2.47131 0.621207 0.621207
2.47257 0.620222 0.620222
2.47382 0.619236 0.619236
2.47508 0.618249 0.618249
2.47634 0.617261 0.617261
2.47759 0.616272 0.616272
2.47885 0.615282 0.615282
2.48011 0.614291 0.614291
2.48136 0.613299 0.613299
2.48262 0.612306 0.612306
2.48387 0.611312 0.611312
2.48513 0.610318 0.610318
2.48639 0.609322 0.609322
2.48764 0.608325 0.608325
2.4889 0.607328 0.607328
2.49016 0.606329 0.606329
2.49141 0.605329 0.605329
2.49267 0.604329 0.604329
2.49393 0.603327 0.603327
2.49518 0.602325 0.602325
2.49644 0.601322 0.601322
2.49769 0.600317 0.600317
2.49895 0.599312 0.599312
2.50021 0.598306 0.598306
2.50146 0.597299 0.597299
2.50272 0.59629 0.59629
2.50398 0.595281 0.595281
2.50523 0.594271 0.594271
2.50649 0.59326 0.59326
2.50775 0.592249 0.592249
2.509 0.591236 0.591236
2.51026 0.590222 0.590222
2.51152 0.589207 0.589207
2.51277 0.588192 0.588192
2.51403 0.587175 0.587175
2.51528 0.586158 0.586158
2.51654 0.585139 0.585139
2.5178 0.58412 0.58412
2.51905 0.5831 0.5831
2.52031 0.582079 0.582079
2.52157 0.581057 0.581057
2.52282 0.580034 0.580034
2.52408 0.57901 0.57901
2.52534 0.577985 0.577985
2.52659 0.576959 0.576959
2.52785 0.575933 0.575933
2.5291 0.574905 0.574905
2.53036 0.573877 0.573877
2.53162 0.572847 0.572847
2.53287 0.571817 0.571817
2.53413 0.570786 0.570786
2.53539 0.569754 0.569754
2.53664 0.568721 0.568721
2.5379 0.567687 0.567687
2.53916 0.566652 0.566652
2.54041 0.565616 0.565616
2.54167 0.56458 0.56458
2.54292 0.563542 0.563542
2.54418 0.562504 0.562504
2.54544 0.561465 0.561465
2.54669 0.560425 0.560425
2.54795 0.559384 0.559384
2.54921 0.558342 0.558342
2.55046 0.557299 0.557299
2.55172 0.556256 0.556256
2.55298 0.555211 0.555211
2.55423 0.554166 0.554166
2.55549 0.553119 0.553119
2.55675 0.552072 0.552072
2.558 0.551024 0.551024
2.55926 0.549975 0.549975
2.56051 0.548926 0.548926
2.56177 0.547875 0.547875
2.56303 0.546824 0.546824
2.56428 0.545771 0.545771
2.56554 0.544718 0.544718
2.5668 0.543664 0.543664
2.56805 0.542609 0.542609
2.56931 0.541553 0.541553
2.57057 0.540497 0.540497
2.57182 0.539439 0.539439
2.57308 0.538381 0.538381
2.57433 0.537322 0.537322
2.57559 0.536262 0.536262
2.57685 0.535201 0.535201
2.5781 0.534139 0.534139
2.57936 0.533076 0.533076
2.58062 0.532013 0.532013
2.58187 0.530949 0.530949
2.58313 0.529884 0.529884
2.58439 0.528818 0.528818
2.58564 0.527751 0.527751
2.5869 0.526683 0.526683
2.58815 0.525615 0.525615
2.58941 0.524546 0.524546
2.59067 0.523476 0.523476
2.59192 0.522405 0.522405
2.59318 0.521333 0.521333
2.59444 0.520261 0.520261
2.59569 0.519187 0.519187
2.59695 0.518113 0.518113
2.59821 0.517038 0.517038
2.59946 0.515962 0.515962
2.60072 0.514886 0.514885
2.60197 0.513808 0.513808
2.60323 0.51273 0.51273
2.60449 0.511651 0.511651
2.60574 0.510571 0.510571
2.607 0.50949 0.50949
2.60826 0.508409 0.508409
2.60951 0.507326 0.507326
2.61077 0.506243 0.506243
2.61203 0.505159 0.505159
2.61328 0.504075 0.504075
2.61454 0.502989 0.502989
2.6158 0.501903 0.501903
2.61705 0.500816 0.500816
2.61831 0.499728 0.499728
2.61956 0.498639 0.498639
2.62082 0.49755 0.49755
2.62208 0.49646 0.49646
2.62333 0.495369 0.495369
2.62459 0.494277 0.494277
2.62585 0.493184 0.493184
2.6271 0.492091 0.492091
2.62836 0.490997 0.490997
2.62962 0.489902 0.489902
2.63087 0.488806 0.488806
2.63213 0.48771 0.48771
2.63338 0.486613 0.486613
2.63464 0.485515 0.485515
2.6359 0.484416 0.484416
2.63715 0.483316 0.483316
2.63841 0.482216 0.482216
2.63967 0.481115 0.481115
2.64092 0.480013 0.480013
2.64218 0.478911 0.478911
2.64344 0.477807 0.477807
2.64469 0.476703 0.476703
2.64595 0.475598 0.475598
2.6472 0.474493 0.474493
2.64846 0.473387 0.473386
2.64972 0.472279 0.472279
2.65097 0.471172 0.471172
2.65223 0.470063 0.470063
2.65349 0.468954 0.468954
2.65474 0.467844 0.467844
2.656 0.466733 0.466733
2.65726 0.465621 0.465621
2.65851 0.464509 0.464509
2.65977 0.463396 0.463396
2.66103 0.462283 0.462282
2.66228 0.461168 0.461168
2.66354 0.460053 0.460053
2.66479 0.458937 0.458937
2.66605 0.45782 0.45782
2.66731 0.456703 0.456703
2.66856 0.455585 0.455585
2.66982 0.454466 0.454466
2.67108 0.453347 0.453347
2.67233 0.452226 0.452226
2.67359 0.451106 0.451106
2.67485 0.449984 0.449984
2.6761 0.448862 0.448862
2.67736 0.447738 0.447738
2.67861 0.446615 0.446615
2.67987 0.44549 0.44549
2.68113 0.444365 0.444365
2.68238 0.443239 0.443239
2.68364 0.442113 0.442113
2.6849 0.440985 0.440985
2.68615 0.439857 0.439857
2.68741 0.438729 0.438729
2.68867 0.437599 0.437599
2.68992 0.436469 0.436469
2.69118 0.435339 0.435339
2.69243 0.434207 0.434207
2.69369 0.433075 0.433075
2.69495 0.431942 0.431942
2.6962 0.430809 0.430809
2.69746 0.429675 0.429675
2.69872 0.42854 0.42854
2.69997 0.427404 0.427404
2.70123 0.426268 0.426268
2.70249 0.425131 0.425131
2.70374 0.423994 0.423994
2.705 0.422855 0.422855
2.70625 0.421717 0.421717
2.70751 0.420577 0.420577
2.70877 0.419437 0.419437
2.71002 0.418296 0.418296
2.71128 0.417155 0.417154
2.71254 0.416012 0.416012
2.71379 0.414869 0.414869
2.71505 0.413726 0.413726
2.71631 0.412582 0.412582
2.71756 0.411437 0.411437
2.71882 0.410292 0.410292
2.72008 0.409146 0.409145
2.72133 0.407999 0.407999
2.72259 0.406851 0.406851
2.72384 0.405703 0.405703
2.7251 0.404555 0.404555
2.72636 0.403405 0.403405
2.72761 0.402255 0.402255
2.72887 0.401105 0.401105
2.73013 0.399954 0.399954
2.73138 0.398802 0.398802
2.73264 0.397649 0.397649
2.7339 0.396496 0.396496
2.73515 0.395343 0.395343
2.73641 0.394188 0.394188
2.73766 0.393033 0.393033
2.73892 0.391878 0.391878
2.74018 0.390721 0.390721
2.74143 0.389565 0.389565
2.74269 0.388407 0.388407
2.74395 0.387249 0.387249
2.7452 0.386091 0.38609
2.74646 0.384931 0.384931
2.74772 0.383771 0.383771
2.74897 0.382611 0.382611
2.75023 0.38145 0.38145
2.75148 0.380288 0.380288
2.75274 0.379126 0.379126
2.754 0.377963 0.377963
2.75525 0.376799 0.376799
2.75651 0.375635 0.375635
2.75777 0.374471 0.374471
2.75902 0.373305 0.373305
2.76028 0.37214 0.372139
2.76154 0.370973 0.370973
2.76279 0.369806 0.369806
2.76405 0.368638 0.368638
2.76531 0.36747 0.36747
2.76656 0.366302 0.366301
2.76782 0.365132 0.365132
2.76907 0.363962 0.363962
2.77033 0.362792 0.362792
2.77159 0.361621 0.361621
2.77284 0.360449 0.360449
2.7741 0.359277 0.359277
2.77536 0.358104 0.358104
2.77661 0.356931 0.356931
2.77787 0.355757 0.355757
2.77913 0.354582 0.354582
2.78038 0.353407 0.353407
2.78164 0.352232 0.352232
2.78289 0.351056 0.351055
2.78415 0.349879 0.349879
2.78541 0.348702 0.348701
2.78666 0.347524 0.347524
2.78792 0.346345 0.346345
2.78918 0.345167 0.345166
2.79043 0.343987 0.343987
2.79169 0.342807 0.342807
2.79295 0.341627 0.341626
2.7942 0.340446 0.340445
2.79546 0.339264 0.339264
2.79671 0.338082 0.338082
2.79797 0.336899 0.336899
2.79923 0.335716 0.335716
2.80048 0.334532 0.334532
2.80174 0.333348 0.333348
2.803 0.332163 0.332163
2.80425 0.330978 0.330978
2.80551 0.329792 0.329792
2.80677 0.328606 0.328605
2.80802 0.327419 0.327419
2.80928 0.326231 0.326231
2.81053 0.325043 0.325043
2.81179 0.323855 0.323855
2.81305 0.322666 0.322666
2.8143 0.321477 0.321477
2.81556 0.320287 0.320287
2.81682 0.319096 0.319096
2.81807 0.317905 0.317905
2.81933 0.316714 0.316714
2.82059 0.315522 0.315522
2.82184 0.314329 0.314329
2.8231 0.313136 0.313136
2.82436 0.311943 0.311943
2.82561 0.310749 0.310749
2.82687 0.309555 0.309555
2.82812 0.30836 0.30836
2.82938 0.307164 0.307164
2.83064 0.305968 0.305968
2.83189 0.304772 0.304772
2.83315 0.303575 0.303575
2.83441 0.302378 0.302378
2.83566 0.30118 0.30118
2.83692 0.299982 0.299982
2.83818 0.298783 0.298783
2.83943 0.297584 0.297584
2.84069 0.296384 0.296384
2.84194 0.295184 0.295184
2.8432 0.293983 0.293983
2.84446 0.292782 0.292782
2.84571 0.291581 0.29158
2.84697 0.290379 0.290378
2.84823 0.289176 0.289176
2.84948 0.287973 0.287973
2.85074 0.28677 0.28677
2.852 0.285566 0.285566
2.85325 0.284362 0.284362
2.85451 0.283157 0.283157
2.85576 0.281952 0.281952
2.85702 0.280746 0.280746
2.85828 0.27954 0.27954
2.85953 0.278334 0.278333
2.86079 0.277127 0.277126
2.86205 0.275919 0.275919
2.8633 0.274711 0.274711
2.86456 0.273503 0.273503
2.86582 0.272294 0.272294
2.86707 0.271085 0.271085
2.86833 0.269876 0.269876
2.86959 0.268666 0.268666
2.87084 0.267455 0.267455
2.8721 0.266244 0.266244
2.87335 0.265033 0.265033
2.87461 0.263822 0.263821
2.87587 0.262609 0.262609
2.87712 0.261397 0.261397
2.87838 0.260184 0.260184
2.87964 0.258971 0.258971
2.88089 0.257757 0.257757
2.88215 0.256543 0.256543
2.88341 0.255328 0.255328
2.88466 0.254113 0.254113
2.88592 0.252898 0.252898
2.88717 0.251682 0.251682
2.88843 0.250466 0.250466
2.88969 0.24925 0.249249
2.89094 0.248033 0.248033
2.8922 0.246815 0.246815
2.89346 0.245598 0.245597
2.89471 0.24438 0.244379
2.89597 0.243161 0.243161
2.89723 0.241942 0.241942
2.89848 0.240723 0.240723
2.89974 0.239503 0.239503
2.90099 0.238283 0.238283
2.90225 0.237063 0.237063
2.90351 0.235842 0.235842
2.90476 0.234621 0.234621
2.90602 0.2334 0.233399
2.90728 0.232178 0.232177
2.90853 0.230955 0.230955
2.90979 0.229733 0.229733
2.91105 0.22851 0.22851
2.9123 0.227287 0.227286
2.91356 0.226063 0.226063
2.91482 0.224839 0.224839
2.91607 0.223614 0.223614
2.91733 0.22239 0.222389
2.91858 0.221165 0.221164
2.91984 0.219939 0.219939
2.9211 0.218713 0.218713
2.92235 0.217487 0.217487
2.92361 0.216261 0.216261
2.92487 0.215034 0.215034
2.92612 0.213807 0.213807
2.92738 0.212579 0.212579
2.92864 0.211351 0.211351
2.92989 0.210123 0.210123
2.93115 0.208895 0.208894
2.9324 0.207666 0.207666
2.93366 0.206437 0.206436
2.93492 0.205207 0.205207
2.93617 0.203977 0.203977
2.93743 0.202747 0.202747
2.93869 0.201517 0.201517
2.93994 0.200286 0.200286
2.9412 0.199055 0.199055
2.94246 0.197824 0.197823
2.94371 0.196592 0.196592
2.94497 0.19536 0.19536
2.94622 0.194128 0.194127
2.94748 0.192895 0.192895
2.94874 0.191662 0.191662
2.94999 0.190429 0.190428
2.95125 0.189195 0.189195
2.95251 0.187961 0.187961
2.95376 0.186727 0.186727
2.95502 0.185493 0.185492
2.95628 0.184258 0.184258
2.95753 0.183023 0.183023
2.95879 0.181788 0.181787
2.96004 0.180552 0.180552
2.9613 0.179316 0.179316
2.96256 0.17808 0.17808
2.96381 0.176844 0.176843
2.96507 0.175607 0.175607
2.96633 0.17437 0.17437
2.96758 0.173133 0.173132
2.96884 0.171895 0.171895
2.9701 0.170657 0.170657
2.97135 0.169419 0.169419
2.97261 0.168181 0.16818
2.97387 0.166942 0.166942
2.97512 0.165703 0.165703
2.97638 0.164464 0.164464
2.97763 0.163225 0.163224
2.97889 0.161985 0.161985
2.98015 0.160745 0.160745
2.9814 0.159505 0.159505
2.98266 0.158265 0.158264
2.98392 0.157024 0.157024
2.98517 0.155783 0.155783
2.98643 0.154542 0.154541
2.98769 0.1533 0.1533
2.98894 0.152059 0.152058
2.9902 0.150817 0.150816
2.99145 0.149575 0.149574
2.99271 0.148332 0.148332
2.99397 0.14709 0.147089
2.99522 0.145847 0.145847
2.99648 0.144604 0.144603
2.99774 0.143361 0.14336
2.99899 0.142117 0.142117
3.00025 0.140873 0.140873
3.00151 0.139629 0.139629
3.00276 0.138385 0.138385
3.00402 0.137141 0.13714
3.00527 0.135896 0.135896
3.00653 0.134651 0.134651
3.00779 0.133406 0.133406
3.00904 0.132161 0.132161
3.0103 0.130915 0.130915
3.01156 0.12967 0.129669
3.01281 0.128424 0.128424
3.01407 0.127178 0.127177
3.01533 0.125932 0.125931
3.01658 0.124685 0.124685
3.01784 0.123438 0.123438
3.0191 0.122191 0.122191
3.02035 0.120944 0.120944
3.02161 0.119697 0.119697
3.02286 0.11845 0.118449
3.02412 0.117202 0.117202
3.02538 0.115954 0.115954
3.02663 0.114706 0.114706
3.02789 0.113458 0.113458
3.02915 0.11221 0.112209
3.0304 0.110961 0.110961
3.03166 0.109712 0.109712
3.03292 0.108464 0.108463
3.03417 0.107215 0.107214
3.03543 0.105965 0.105965
3.03668 0.104716 0.104715
3.03794 0.103466 0.103466
3.0392 0.102217 0.102216
3.04045 0.100967 0.100966
3.04171 0.0997167 0.0997162
3.04297 0.0984665 0.098466
3.04422 0.0972161 0.0972157
3.04548 0.0959656 0.0959651
3.04674 0.0947149 0.0947145
3.04799 0.0934641 0.0934637
3.04925 0.0922132 0.0922127
3.0505 0.0909621 0.0909616
3.05176 0.0897108 0.0897103
3.05302 0.0884594 0.088459
3.05427 0.0872079 0.0872074
3.05553 0.0859562 0.0859557
3.05679 0.0847044 0.0847039
3.05804 0.0834525 0.083452
3.0593 0.0822004 0.0821999
3.06056 0.0809482 0.0809477
3.06181 0.0796959 0.0796954
3.06307 0.0784434 0.0784429
3.06432 0.0771909 0.0771904
3.06558 0.0759382 0.0759377
3.06684 0.0746854 0.0746848
3.06809 0.0734324 0.0734319
3.06935 0.0721794 0.0721788
3.07061 0.0709262 0.0709257
3.07186 0.0696729 0.0696724
3.07312 0.0684195 0.068419
3.07438 0.067166 0.0671655
3.07563 0.0659124 0.0659119
3.07689 0.0646587 0.0646582
3.07815 0.0634049 0.0634044
3.0794 0.062151 0.0621505
3.08066 0.060897 0.0608965
3.08191 0.0596429 0.0596424
3.08317 0.0583887 0.0583882
3.08443 0.0571344 0.0571339
3.08568 0.05588 0.0558795
3.08694 0.0546256 0.054625
3.0882 0.053371 0.0533705
3.08945 0.0521164 0.0521158
3.09071 0.0508617 0.0508611
3.09197 0.0496069 0.0496063
3.09322 0.048352 0.0483514
3.09448 0.047097 0.0470964
3.09573 0.045842 0.0458414
3.09699 0.0445869 0.0445863
3.09825 0.0433317 0.0433311
3.0995 0.0420765 0.0420759
3.10076 0.0408212 0.0408206
3.10202 0.0395658 0.0395652
3.10327 0.0383104 0.0383098
3.10453 0.0370549 0.0370543
3.10579 0.0357993 0.0357987
3.10704 0.0345437 0.0345431
3.1083 0.0332881 0.0332874
3.10955 0.0320324 0.0320317
3.11081 0.0307766 0.0307759
3.11207 0.0295208 0.0295201
3.11332 0.0282649 0.0282643
3.11458 0.027009 0.0270083
3.11584 0.0257531 0.0257524
3.11709 0.0244971 0.0244964
3.11835 0.023241 0.0232404
3.11961 0.021985 0.0219843
3.12086 0.0207289 0.0207282
3.12212 0.0194728 0.0194721
3.12338 0.0182166 0.0182159
3.12463 0.0169604 0.0169597
3.12589 0.0157042 0.0157035
3.12714 0.0144479 0.0144472
3.1284 0.0131917 0.013191
3.12966 0.0119354 0.0119347
3.13091 0.0106791 0.0106784
3.13217 0.00942276 0.00942202
3.13343 0.00816642 0.00816568
3.13468 0.00691007 0.00690933
3.13594 0.00565371 0.00565296
3.1372 0.00439734 0.00439658
3.13845 0.00314096 0.0031402
3.13971 0.00188458 0.00188382
3.14096 0.000628196 0.000627426
3.14222 -0.000628189 -0.000628965
3.14348 -0.00188457 -0.00188535
3.14473 -0.00314096 -0.00314174
3.14599 -0.00439733 -0.00439812
3.14725 -0.0056537 -0.0056545
3.1485 -0.00691006 -0.00691087
3.14976 -0.00816641 -0.00816722
3.15102 -0.00942275 -0.00942356
3.15227 -0.0106791 -0.0106799
3.15353 -0.0119354 -0.0119362
3.15478 -0.0131917 -0.0131925
3.15604 -0.0144479 -0.0144488
3.1573 -0.0157042 -0.015705
3.15855 -0.0169604 -0.0169612
3.15981 -0.0182166 -0.0182174
3.16107 -0.0194727 -0.0194736
3.16232 -0.0207289 -0.0207297
3.16358 -0.021985 -0.0219858
3.16484 -0.023241 -0.0232419
3.16609 -0.0244971 -0.0244979
3.16735 -0.0257531 -0.0257539
3.1686 -0.027009 -0.0270099
3.16986 -0.0282649 -0.0282658
3.17112 -0.0295208 -0.0295217
3.17237 -0.0307766 -0.0307775
3.17363 -0.0320324 -0.0320333
3.17489 -0.0332881 -0.033289
3.17614 -0.0345437 -0.0345447
3.1774 -0.0357993 -0.0358003
3.17866 -0.0370549 -0.0370558
3.17991 -0.0383104 -0.0383113
3.18117 -0.0395658 -0.0395668
3.18243 -0.0408212 -0.0408222
3.18368 -0.0420765 -0.0420775
3.18494 -0.0433317 -0.0433327
3.18619 -0.0445869 -0.0445879
3.18745 -0.045842 -0.045843
3.18871 -0.047097 -0.047098
3.18996 -0.048352 -0.048353
3.19122 -0.0496069 -0.0496079
3.19248 -0.0508617 -0.0508627
3.19373 -0.0521164 -0.0521174
3.19499 -0.053371 -0.0533721
3.19625 -0.0546256 -0.0546266
3.1975 -0.05588 -0.0558811
3.19876 -0.0571344 -0.0571355
3.20001 -0.0583887 -0.0583898
3.20127 -0.0596429 -0.059644
3.20253 -0.060897 -0.0608981
3.20378 -0.062151 -0.0621521
3.20504 -0.0634049 -0.063406
3.2063 -0.0646587 -0.0646598
3.20755 -0.0659124 -0.0659135
3.20881 -0.067166 -0.0671671
3.21007 -0.0684195 -0.0684206
3.21132 -0.0696729 -0.069674
3.21258 -0.0709262 -0.0709273
3.21383 -0.0721794 -0.0721805
3.21509 -0.0734324 -0.0734336
3.21635 -0.0746853 -0.0746865
3.2176 -0.0759382 -0.0759393
3.21886 -0.0771909 -0.077192
3.22012 -0.0784434 -0.0784446
3.22137 -0.0796959 -0.0796971
3.22263 -0.0809482 -0.0809494
3.22389 -0.0822004 -0.0822016
3.22514 -0.0834525 -0.0834537
3.2264 -0.0847044 -0.0847056
3.22766 -0.0859562 -0.0859574
3.22891 -0.0872079 -0.0872091
3.23017 -0.0884594 -0.0884607
3.23142 -0.0897108 -0.0897121
3.23268 -0.0909621 -0.0909633
3.23394 -0.0922132 -0.0922144
3.23519 -0.0934641 -0.0934654
3.23645 -0.0947149 -0.0947162
3.23771 -0.0959656 -0.0959669
3.23896 -0.0972161 -0.0972174
3.24022 -0.0984665 -0.0984678
3.24148 -0.0997167 -0.099718
3.24273 -0.100967 -0.100968
3.24399 -0.102217 -0.102218
3.24524 -0.103466 -0.103468
3.2465 -0.104716 -0.104717
3.24776 -0.105965 -0.105967
3.24901 -0.107215 -0.107216
3.25027 -0.108464 -0.108465
3.25153 -0.109712 -0.109714
3.25278 -0.110961 -0.110963
3.25404 -0.11221 -0.112211
3.2553 -0.113458 -0.113459
3.25655 -0.114706 -0.114708
3.25781 -0.115954 -0.115956
3.25906 -0.117202 -0.117204
3.26032 -0.11845 -0.118451
3.26158 -0.119697 -0.119699
3.26283 -0.120944 -0.120946
3.26409 -0.122191 -0.122193
3.26535 -0.123438 -0.12344
3.2666 -0.124685 -0.124687
3.26786 -0.125932 -0.125933
3.26912 -0.127178 -0.127179
3.27037 -0.128424 -0.128425
3.27163 -0.12967 -0.129671
3.27288 -0.130915 -0.130917
3.27414 -0.132161 -0.132162
3.2754 -0.133406 -0.133408
3.27665 -0.134651 -0.134653
3.27791 -0.135896 -0.135898
3.27917 -0.137141 -0.137142
3.28042 -0.138385 -0.138387
3.28168 -0.139629 -0.139631
3.28294 -0.140873 -0.140875
3.28419 -0.142117 -0.142119
3.28545 -0.143361 -0.143362
3.28671 -0.144604 -0.144605
3.28796 -0.145847 -0.145849
3.28922 -0.14709 -0.147091
3.29047 -0.148332 -0.148334
3.29173 -0.149575 -0.149576
3.29299 -0.150817 -0.150819
3.29424 -0.152059 -0.15206
3.2955 -0.1533 -0.153302
3.29676 -0.154542 -0.154544
3.29801 -0.155783 -0.155785
3.29927 -0.157024 -0.157026
3.30053 -0.158265 -0.158266
3.30178 -0.159505 -0.159507
3.30304 -0.160745 -0.160747
3.30429 -0.161985 -0.161987
3.30555 -0.163225 -0.163227
3.30681 -0.164464 -0.164466
3.30806 -0.165703 -0.165705
3.30932 -0.166942 -0.166944
3.31058 -0.168181 -0.168183
3.31183 -0.169419 -0.169421
3.31309 -0.170657 -0.170659
3.31435 -0.171895 -0.171897
3.3156 -0.173133 -0.173135
3.31686 -0.17437 -0.174372
3.31811 -0.175607 -0.175609
3.31937 -0.176844 -0.176846
3.32063 -0.17808 -0.178082
3.32188 -0.179316 -0.179318
3.32314 -0.180552 -0.180554
3.3244 -0.181788 -0.18179
3.32565 -0.183023 -0.183025
3.32691 -0.184258 -0.18426
3.32817 -0.185493 -0.185495
3.32942 -0.186727 -0.186729
3.33068 -0.187961 -0.187963
3.33194 -0.189195 -0.189197
3.33319 -0.190429 -0.190431
3.33445 -0.191662 -0.191664
3.3357 -0.192895 -0.192897
3.33696 -0.194128 -0.19413
3.33822 -0.19536 -0.195362
3.33947 -0.196592 -0.196594
3.34073 -0.197824 -0.197826
3.34199 -0.199055 -0.199057
3.34324 -0.200286 -0.200288
3.3445 -0.201517 -0.201519
3.34576 -0.202747 -0.20275
3.34701 -0.203977 -0.20398
3.34827 -0.205207 -0.20521
3.34952 -0.206437 -0.206439
3.35078 -0.207666 -0.207668
3.35204 -0.208895 -0.208897
3.35329 -0.210123 -0.210126
3.35455 -0.211351 -0.211354
3.35581 -0.212579 -0.212582
3.35706 -0.213807 -0.213809
3.35832 -0.215034 -0.215036
3.35958 -0.216261 -0.216263
3.36083 -0.217487 -0.21749
3.36209 -0.218713 -0.218716
3.36334 -0.219939 -0.219942
3.3646 -0.221165 -0.221167
3.36586 -0.22239 -0.222392
3.36711 -0.223614 -0.223617
3.36837 -0.224839 -0.224841
3.36963 -0.226063 -0.226065
3.37088 -0.227287 -0.227289
3.37214 -0.22851 -0.228512
3.3734 -0.229733 -0.229735
3.37465 -0.230955 -0.230958
3.37591 -0.232178 -0.23218
3.37716 -0.2334 -0.233402
3.37842 -0.234621 -0.234624
3.37968 -0.235842 -0.235845
3.38093 -0.237063 -0.237066
3.38219 -0.238283 -0.238286
3.38345 -0.239503 -0.239506
3.3847 -0.240723 -0.240726
3.38596 -0.241942 -0.241945
3.38722 -0.243161 -0.243164
3.38847 -0.24438 -0.244382
3.38973 -0.245598 -0.2456
3.39099 -0.246815 -0.246818
3.39224 -0.248033 -0.248036
3.3935 -0.24925 -0.249252
3.39475 -0.250466 -0.250469
3.39601 -0.251682 -0.251685
3.39727 -0.252898 -0.252901
3.39852 -0.254113 -0.254116
3.39978 -0.255328 -0.255331
3.40104 -0.256543 -0.256546
3.40229 -0.257757 -0.25776
3.40355 -0.258971 -0.258974
3.40481 -0.260184 -0.260187
3.40606 -0.261397 -0.2614
3.40732 -0.262609 -0.262613
3.40857 -0.263822 -0.263825
3.40983 -0.265033 -0.265036
3.41109 -0.266244 -0.266248
3.41234 -0.267455 -0.267458
3.4136 -0.268666 -0.268669
3.41486 -0.269876 -0.269879
3.41611 -0.271085 -0.271088
3.41737 -0.272294 -0.272298
3.41863 -0.273503 -0.273506
3.41988 -0.274711 -0.274715
3.42114 -0.275919 -0.275922
3.42239 -0.277127 -0.27713
3.42365 -0.278333 -0.278337
3.42491 -0.27954 -0.279543
3.42616 -0.280746 -0.280749
3.42742 -0.281952 -0.281955
3.42868 -0.283157 -0.28316
3.42993 -0.284362 -0.284365
